Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;8;WI-212-1242123040-Datenbanksysteme;WI-212-1242124020-Logistik;25 11:00-12:30;2;220
;9;WI-212-1242123040-Datenbanksysteme;WI-212-17180-Verteilte Systeme;29 14:00-16:00;3;121
;10;WI-212-1242123040-Datenbanksysteme;WI-212-17270-IT-Infrastrukturmanagement;27 11:30-13:00;1;172
;11;WI-212-1242123040-Datenbanksysteme;WI-212-17440-eCommerce;28 17:00-18:30;3;142
;12;WI-212-1242123040-Datenbanksysteme;WI-212-17450-Organisationspsychologie;Kein Datum gef;2;
;13;WI-212-1242123040-Datenbanksysteme;WI-212-18100-Green IT;30 8:30-10:00;1;103
WI-212-1242123050-IT-Sicherheit;;;;06 14:00-15:30;;;
;1;WI-212-1242123050-IT-Sicherheit;WI-212-1242122010-Mathematik 2;27 8:30-10:30;2;243
;2;WI-212-1242123050-IT-Sicherheit;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;2;022
;3;WI-212-1242123050-IT-Sicherheit;WI-212-1242122040-Programmieren 2;30 14:00-16:00;11;166
;4;WI-212-1242123050-IT-Sicherheit;WI-212-1242123010-Operations Research;31 11:30-13:00;49;145
;5;WI-212-1242123050-IT-Sicherheit;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;45;195
;6;WI-212-1242123050-IT-Sicherheit;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;50;068
;7;WI-212-1242123050-IT-Sicherheit;WI-212-1242124010-Statistik;01 11:30-13:00;4;121
;8;WI-212-1242123050-IT-Sicherheit;WI-212-1242124020-Logistik;25 11:00-12:30;2;289
;9;WI-212-1242123050-IT-Sicherheit;WI-212-1242124030-Software Technik;07 14:00-16:00;2;022
;10;WI-212-1242123050-IT-Sicherheit;WI-212-17180-Verteilte Systeme;29 14:00-16:00;2;190
;11;WI-212-1242123050-IT-Sicherheit;WI-212-17450-Organisationspsychologie;Kein Datum gef;1;
;12;WI-212-1242123050-IT-Sicherheit;WI-212-18100-Green IT;30 8:30-10:00;1;172
WI-212-1242124010-Statistik;;;;01 11:30-13:00;;;
;1;WI-212-1242124010-Statistik;WI-212-1242123010-Operations Research;31 11:30-13:00;5;022
;2;WI-212-1242124010-Statistik;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;4;073
;3;WI-212-1242124010-Statistik;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;2;052
;4;WI-212-1242124010-Statistik;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;4;121
;5;WI-212-1242124010-Statistik;WI-212-1242124020-Logistik;25 11:00-12:30;2;167
;6;WI-212-1242124010-Statistik;WI-212-1242124030-Software Technik;07 14:00-16:00;2;145
;7;WI-212-1242124010-Statistik;WI-212-17180-Verteilte Systeme;29 14:00-16:00;1;067
;8;WI-212-1242124010-Statistik;WI-212-17270-IT-Infrastrukturmanagement;27 11:30-13:00;1;118
;9;WI-212-1242124010-Statistik;WI-212-17450-Organisationspsychologie;Kein Datum gef;2;
;10;WI-212-1242124010-Statistik;WI-212-18100-Green IT;30 8:30-10:00;2;049
WI-212-1242124020-Logistik;;;;25 11:00-12:30;;;
;1;WI-212-1242124020-Logistik;WI-212-1242123010-Operations Research;31 11:30-13:00;1;143
;2;WI-212-1242124020-Logistik;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;1;092
;3;WI-212-1242124020-Logistik;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;2;220
;4;WI-212-1242124020-Logistik;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;2;289
;5;WI-212-1242124020-Logistik;WI-212-1242124010-Statistik;01 11:30-13:00;2;167
;6;WI-212-1242124020-Logistik;WI-212-1242124030-Software Technik;07 14:00-16:00;1;313
;7;WI-212-1242124020-Logistik;WI-212-17160-Investition, Finanzierung und Risikomanagement;05 14:00-15:30;1;265
;8;WI-212-1242124020-Logistik;WI-212-17180-Verteilte Systeme;29 14:00-16:00;2;097
;9;WI-212-1242124020-Logistik;WI-212-17270-IT-Infrastrukturmanagement;27 11:30-13:00;1;047
;10;WI-212-1242124020-Logistik;WI-212-17450-Organisationspsychologie;Kein Datum gef;1;
WI-212-1242124030-Software Technik;;;;07 14:00-16:00;;;
;1;WI-212-1242124030-Software Technik;WI-212-1242123010-Operations Research;31 11:30-13:00;2;169
;2;WI-212-1242124030-Software Technik;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;2;022
;3;WI-212-1242124030-Software Technik;WI-212-1242124010-Statistik;01 11:30-13:00;2;145
;4;WI-212-1242124030-Software Technik;WI-212-1242124020-Logistik;25 11:00-12:30;1;313
;5;WI-212-1242124030-Software Technik;WI-212-17180-Verteilte Systeme;29 14:00-16:00;1;214
;6;WI-212-1242124030-Software Technik;WI-212-17290-Informationsvisualisierung und Visual Analytics;Kein Datum gef;1;
;7;WI-212-1242124030-Software Technik;WI-212-17450-Organisationspsychologie;Kein Datum gef;1;
WP-172-8001-Grundlagen Wirtschaft und Psychologie;;;;03 8:30-9:30;;;
;1;WP-172-8001-Grundlagen Wirtschaft und Psychologie;WP-172-8003-Statistik 1;06 8:30-10:00;1;071
;2;WP-172-8001-Grundlagen Wirtschaft und Psychologie;WP-172-8011-Statistik 2;31 11:00-12:30;1;068
WP-172-8003-Statistik 1;;;;06 8:30-10:00;;;
;1;WP-172-8003-Statistik 1;WP-172-8001-Grundlagen Wirtschaft und Psychologie;03 8:30-9:30;1;071
;2;WP-172-8003-Statistik 1;WP-172-8011-Statistik 2;31 11:00-12:30;1;140
WP-172-8004-Rechnungswesen und Finanzmanagement I;;;;28 8:30-11:00;;;
;1;WP-172-8004-Rechnungswesen und Finanzmanagement I;WP-172-8008-Rechnungswesen und Finanzmanagement II;05 8:30-10:30;1;189
;2;WP-172-8004-Rechnungswesen und Finanzmanagement I;WP-172-8011-Statistik 2;31 11:00-12:30;1;072
WP-172-8008-Rechnungswesen und Finanzmanagement II;;;;05 8:30-10:30;;;
;1;WP-172-8008-Rechnungswesen und Finanzmanagement II;WP-172-8004-Rechnungswesen und Finanzmanagement I;28 8:30-11:00;1;189
;2;WP-172-8008-Rechnungswesen und Finanzmanagement II;WP-172-8011-Statistik 2;31 11:00-12:30;1;116
WP-172-8011-Statistik 2;;;;31 11:00-12:30;;;
;1;WP-172-8011-Statistik 2;WP-172-8001-Grundlagen Wirtschaft und Psychologie;03 8:30-9:30;1;068
;2;WP-172-8011-Statistik 2;WP-172-8003-Statistik 1;06 8:30-10:00;1;140
;3;WP-172-8011-Statistik 2;WP-172-8004-Rechnungswesen und Finanzmanagement I;28 8:30-11:00;1;072
;4;WP-172-8011-Statistik 2;WP-172-8008-Rechnungswesen und Finanzmanagement II;05 8:30-10:30;1;116
;5;WP-172-8011-Statistik 2;WP-172-9001-Diagnostik;27 14:00-14:30;2;092
;6;WP-172-8011-Statistik 2;WP-172-9002-Controlling;07 8:30-10:00;2;164
;7;WP-172-8011-Statistik 2;WP-172-9011-Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen;Kein Datum gef;1;
WP-172-9001-Diagnostik;;;;27 14:00-14:30;;;
;1;WP-172-9001-Diagnostik;WP-172-8011-Statistik 2;31 11:00-12:30;2;092
;2;WP-172-9001-Diagnostik;WP-172-9002-Controlling;07 8:30-10:00;6;258
;3;WP-172-9001-Diagnostik;WP-172-9011-Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen;Kein Datum gef;3;
WP-172-9002-Controlling;;;;07 8:30-10:00;;;
;1;WP-172-9002-Controlling;WP-172-8011-Statistik 2;31 11:00-12:30;2;164
;2;WP-172-9002-Controlling;WP-172-9001-Diagnostik;27 14:00-14:30;6;258
;3;WP-172-9002-Controlling;WP-172-9011-Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen;Kein Datum gef;3;
WP-172-9011-Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen;;;;Kein Datum gef;;
;1;WP-172-9011-Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen;WP-172-8011-Statistik 2;31 11:00-12:30;1;
;2;WP-172-9011-Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen;WP-172-9001-Diagnostik;27 14:00-14:30;3;
;3;WP-172-9011-Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen;WP-172-9002-Controlling;07 8:30-10:00;3;
WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;;;;03 8:30-11:30;;;
;1;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;29 8:30-10:00;48;118
;2;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;WP-232-652321050-Statistik;06 8:30-10:00;47;069
;3;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;2;093
;4;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;Kein Datum gef;2;
;5;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;WP-232-652322040-Statistik II;31 11:00-12:30;2;068
;6;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;Kein Datum gef;2;
WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;;;;29 8:30-10:00;;;
;1;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;03 8:30-11:30;48;118
;2;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;WP-232-652321050-Statistik;06 8:30-10:00;49;190
;3;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;2;214
;4;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;Kein Datum gef;2;
;5;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;WP-232-652322040-Statistik II;31 11:00-12:30;1;049
;6;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;Kein Datum gef;2;
WP-232-652321050-Statistik;;;;06 8:30-10:00;;;
;1;WP-232-652321050-Statistik;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;03 8:30-11:30;47;069
;2;WP-232-652321050-Statistik;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;29 8:30-10:00;49;190
;3;WP-232-652321050-Statistik;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;2;022
;4;WP-232-652321050-Statistik;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;Kein Datum gef;2;
;5;WP-232-652321050-Statistik;WP-232-652322040-Statistik II;31 11:00-12:30;1;140
;6;WP-232-652321050-Statistik;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;Kein Datum gef;2;
;7;WP-232-652321050-Statistik;WP-232-652323020-Differentielle und Entwicklungspsychologie;27 14:00-15:00;1;233
;8;WP-232-652321050-Statistik;WP-232-652323050-Schwerpunkt Market Research & Consumer Understanding I;30 8:30-10:00;1;166
WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;;;;07 8:30-11:30;;;
;1;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;03 8:30-11:30;2;093
;2;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;29 8:30-10:00;2;214
;3;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652321050-Statistik;06 8:30-10:00;2;022
;4;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;Kein Datum gef;29;
;5;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652322040-Statistik II;31 11:00-12:30;27;164
;6;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;Kein Datum gef;29;
;7;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652323020-Differentielle und Entwicklungspsychologie;27 14:00-15:00;2;257
;8;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;WP-232-652323050-Schwerpunkt Market Research & Consumer Understanding I;30 8:30-10:00;2;190
WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;;;;Kein Datum gef;;
;1;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;03 8:30-11:30;2;
;2;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;29 8:30-10:00;2;
;3;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;WP-232-652321050-Statistik;06 8:30-10:00;2;
;4;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;29;
;5;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;WP-232-652322040-Statistik II;31 11:00-12:30;25;
;6;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;Kein Datum gef;29;
WP-232-652322040-Statistik II;;;;31 11:00-12:30;;;
;1;WP-232-652322040-Statistik II;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;03 8:30-11:30;2;068
;2;WP-232-652322040-Statistik II;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;29 8:30-10:00;1;049
;3;WP-232-652322040-Statistik II;WP-232-652321050-Statistik;06 8:30-10:00;1;140
;4;WP-232-652322040-Statistik II;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;27;164
;5;WP-232-652322040-Statistik II;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;Kein Datum gef;25;
;6;WP-232-652322040-Statistik II;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;Kein Datum gef;25;
WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;;;;Kein Datum gef;;
;1;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;WP-232-652321010-Grundlagen Betriebswirtschaft und Volkswirtschaftslehre;03 8:30-11:30;2;
;2;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;WP-232-652321020-Spezielle Betriebswirtschaftslehre I: Recht und Steuern;29 8:30-10:00;2;
;3;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;WP-232-652321050-Statistik;06 8:30-10:00;2;
;4;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;29;
;5;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;WP-232-652322020-Spezielle Betriebswirtschaftslehre III: Marketing & Consulting;Kein Datum gef;29;
;6;WP-232-652322050-Empirisch wissenschaftliches Arbeiten I;WP-232-652322040-Statistik II;31 11:00-12:30;25;
WP-232-652323020-Differentielle und Entwicklungspsychologie;;;;27 14:00-15:00;;;
;1;WP-232-652323020-Differentielle und Entwicklungspsychologie;WP-232-652321050-Statistik;06 8:30-10:00;1;233
;2;WP-232-652323020-Differentielle und Entwicklungspsychologie;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;2;257
;3;WP-232-652323020-Differentielle und Entwicklungspsychologie;WP-232-652323050-Schwerpunkt Market Research & Consumer Understanding I;30 8:30-10:00;33;065
WP-232-652323050-Schwerpunkt Market Research & Consumer Understanding I;;;;30 8:30-10:00;;;
;1;WP-232-652323050-Schwerpunkt Market Research & Consumer Understanding I;WP-232-652321050-Statistik;06 8:30-10:00;1;166
;2;WP-232-652323050-Schwerpunkt Market Research & Consumer Understanding I;WP-232-652322010-Spezielle Betriebswirtschaftslehre II: Finanzmanagement;07 8:30-11:30;2;190
;3;WP-232-652323050-Schwerpunkt Market Research & Consumer Understanding I;WP-232-652323020-Differentielle und Entwicklungspsychologie;27 14:00-15:00;33;065
BPM-212-982121020-Bauprozesse;;;;03 17:00-18:00;;;
;1;BPM-212-982121020-Bauprozesse;BPM-212-982121030-Immobilienmanagement;07 9:00-10:00;20;087
BPM-212-982121030-Immobilienmanagement;;;;07 9:00-10:00;;;
;1;BPM-212-982121030-Immobilienmanagement;BPM-212-982121020-Bauprozesse;03 17:00-18:00;20;087
DPT-211-8999-Master-Thesis;;;;Kein Datum gef;;
DPT-211-17140-IT-Infrastrukturmanagement;;;;27 11:30-13:00;;;
;1;DPT-211-17140-IT-Infrastrukturmanagement;DPT-211-932112020-Digitalisierung in der Produktion;29 14:00-15:30;3;049
;2;DPT-211-17140-IT-Infrastrukturmanagement;DPT-211-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;3;235
;3;DPT-211-17140-IT-Infrastrukturmanagement;DPT-211-932112040-Moderne Software-Architekturen;31 14:00-16:00;3;097
DPT-211-18230-Green IT;;;;30 8:30-10:00;;;
;1;DPT-211-18230-Green IT;DPT-211-932112020-Digitalisierung in der Produktion;29 14:00-15:30;3;017
;2;DPT-211-18230-Green IT;DPT-211-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;4;166
;3;DPT-211-18230-Green IT;DPT-211-932112040-Moderne Software-Architekturen;31 14:00-16:00;4;028
DPT-211-932111030-Software Engineering II;;;;03 8:30-10:30;;;
DPT-211-932112020-Digitalisierung in der Produktion;;;;29 14:00-15:30;;;
;1;DPT-211-932112020-Digitalisierung in der Produktion;DPT-211-17140-IT-Infrastrukturmanagement;27 11:30-13:00;3;049
;2;DPT-211-932112020-Digitalisierung in der Produktion;DPT-211-18230-Green IT;30 8:30-10:00;3;017
;3;DPT-211-932112020-Digitalisierung in der Produktion;DPT-211-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;11;185
;4;DPT-211-932112020-Digitalisierung in der Produktion;DPT-211-932112040-Moderne Software-Architekturen;31 14:00-16:00;11;046
DPT-211-932112030-Automatisierung von Geschäftsprozessen;;;;06 8:30-10:00;;;
;1;DPT-211-932112030-Automatisierung von Geschäftsprozessen;DPT-211-17140-IT-Infrastrukturmanagement;27 11:30-13:00;3;235
;2;DPT-211-932112030-Automatisierung von Geschäftsprozessen;DPT-211-18230-Green IT;30 8:30-10:00;4;166
;3;DPT-211-932112030-Automatisierung von Geschäftsprozessen;DPT-211-932112020-Digitalisierung in der Produktion;29 14:00-15:30;11;185
;4;DPT-211-932112030-Automatisierung von Geschäftsprozessen;DPT-211-932112040-Moderne Software-Architekturen;31 14:00-16:00;11;136
DPT-211-932112040-Moderne Software-Architekturen;;;;31 14:00-16:00;;;
;1;DPT-211-932112040-Moderne Software-Architekturen;DPT-211-17140-IT-Infrastrukturmanagement;27 11:30-13:00;3;097
;2;DPT-211-932112040-Moderne Software-Architekturen;DPT-211-18230-Green IT;30 8:30-10:00;4;028
;3;DPT-211-932112040-Moderne Software-Architekturen;DPT-211-932112020-Digitalisierung in der Produktion;29 14:00-15:30;11;046
;4;DPT-211-932112040-Moderne Software-Architekturen;DPT-211-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;11;136
DPT-2112-1065-Wahlpflichtmodul Informatik;;;;Kein Datum gef;;
;1;DPT-2112-1065-Wahlpflichtmodul Informatik;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;Kein Datum gef;1;
;2;DPT-2112-1065-Wahlpflichtmodul Informatik;DPT-2112-932111030-Software Engineering II;03 8:30-10:30;1;
;3;DPT-2112-1065-Wahlpflichtmodul Informatik;DPT-2112-932112020-Digitalisierung in der Produktion;29 14:00-15:30;1;
;4;DPT-2112-1065-Wahlpflichtmodul Informatik;DPT-2112-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;1;
;5;DPT-2112-1065-Wahlpflichtmodul Informatik;DPT-2112-932112040-Moderne Software-Architekturen;31 14:00-16:00;1;
DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;;;;Kein Datum gef;;
;1;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;DPT-2112-1065-Wahlpflichtmodul Informatik;Kein Datum gef;1;
;2;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;DPT-2112-932111030-Software Engineering II;03 8:30-10:30;1;
;3;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;DPT-2112-932112020-Digitalisierung in der Produktion;29 14:00-15:30;1;
;4;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;DPT-2112-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;1;
;5;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;DPT-2112-932112040-Moderne Software-Architekturen;31 14:00-16:00;1;
DPT-2112-8999-Master-Thesis;;;;Kein Datum gef;;
DPT-2112-18230-Green IT;;;;30 8:30-10:00;;;
;1;DPT-2112-18230-Green IT;DPT-2112-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;1;166
;2;DPT-2112-18230-Green IT;DPT-2112-932112040-Moderne Software-Architekturen;31 14:00-16:00;1;028
DPT-2112-932111030-Software Engineering II;;;;03 8:30-10:30;;;
;1;DPT-2112-932111030-Software Engineering II;DPT-2112-1065-Wahlpflichtmodul Informatik;Kein Datum gef;1;
;2;DPT-2112-932111030-Software Engineering II;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;Kein Datum gef;1;
;3;DPT-2112-932111030-Software Engineering II;DPT-2112-932112020-Digitalisierung in der Produktion;29 14:00-15:30;2;113
;4;DPT-2112-932111030-Software Engineering II;DPT-2112-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;1;070
;5;DPT-2112-932111030-Software Engineering II;DPT-2112-932112040-Moderne Software-Architekturen;31 14:00-16:00;1;064
DPT-2112-932112020-Digitalisierung in der Produktion;;;;29 14:00-15:30;;;
;1;DPT-2112-932112020-Digitalisierung in der Produktion;DPT-2112-1065-Wahlpflichtmodul Informatik;Kein Datum gef;1;
;2;DPT-2112-932112020-Digitalisierung in der Produktion;DPT-2112-1075-Wahlpflichtmodul Wirtschaftsinformatik;Kein Datum gef;1;
;3;DPT-2112-932112020-Digitalisierung in der Produktion;DPT-2112-932111030-Software Engineering II;03 8:30-10:30;2;113
;4;DPT-2112-932112020-Digitalisierung in der Produktion;DPT-2112-932112030-Automatisierung von Geschäftsprozessen;06 8:30-10:00;1;185
;5;DPT-2112-932112020-Digitalisierung in der Produktion;DPT-2112-932112040-Moderne Software-Architekturen;31 14:00-16:00;1;046
DPT-2112-932112030-Automatisierung von Geschäftsprozessen;;;;06 8:30-10:00;;;
