Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;1;Bankbetriebslehre.--.1222223060.--.222.--.BAM;Algebra.--.17100.--.222.--.BAM;25 9:30-11:30;1;314
;2;Bankbetriebslehre.--.1222223060.--.222.--.BAM;Numerik.--.1222223010.--.222.--.BAM;01 11:00-13:00;1;145
;3;Bankbetriebslehre.--.1222223060.--.222.--.BAM;Software Engineering.--.1222223020.--.222.--.BAM;28 8:30-10:30;1;243
;4;Bankbetriebslehre.--.1222223060.--.222.--.BAM;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;07 8:30-10:00;1;004
Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;;;;31 11:30-12:30;;;
;1;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Baustoffe u. Geotechnik 1.--.622221060.--.222.--.IM;29 8:30-10:30;10;049
;2;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;30 8:30-10:00;29;025
;3;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Einführung in die Informatik.--.622221020.--.222.--.IM;03 8:30-9:30;6;068
;4;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Energie 1.--.622222040.--.222.--.IM;06 11:00-13:00;31;142
;5;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Mathematik 1.--.622221010.--.222.--.IM;04 8:30-10:30;8;092
;6;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Mathematik 2.--.622222010.--.222.--.IM;27 8:30-10:30;19;097
;7;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Physik für Ingenieure.--.622221040.--.222.--.IM;07 11:30-13:00;13;167
;8;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;28 17:00-18:30;32;065
;9;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Verkehrsinfrastruktur 1.--.622222030.--.222.--.IM;25 10:00-12:45;27;142
;10;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;05 14:00-16:00;9;121
Baubetriebsführung.--.601926050.--.192.--.BB;;;;07 11:30-12:30;;;
;1;Baubetriebsführung.--.601926050.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;29 17:00-17:45;1;209
;2;Baubetriebsführung.--.601926050.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;29 8:30-9:30;1;218
;3;Baubetriebsführung.--.601926050.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;23;263
;4;Baubetriebsführung.--.601926050.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;05 8:30-10:30;2;049
;5;Baubetriebsführung.--.601926050.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;1;188
;6;Baubetriebsführung.--.601926050.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;1;310
;7;Baubetriebsführung.--.601926050.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;4;212
;8;Baubetriebsführung.--.601926050.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;05 14:00-15:00;2;044
;9;Baubetriebsführung.--.601926050.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;04 14:00-15:00;2;068
;10;Baubetriebsführung.--.601926050.--.192.--.BB;Fremdsprache.--.1927530.--.192.--.AB;Kein Datum gef;1;
;11;Baubetriebsführung.--.601926050.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;2;169
;12;Baubetriebsführung.--.601926050.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;01 14:00-16:00;2;139
;13;Baubetriebsführung.--.601926050.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;25 14:00-15:00;1;308
;14;Baubetriebsführung.--.601926050.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;28 17:30-18:30;4;233
;15;Baubetriebsführung.--.601926050.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;11;215
;16;Baubetriebsführung.--.601926050.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;21;190
;17;Baubetriebsführung.--.601926050.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;24;070
;18;Baubetriebsführung.--.601926050.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;17;145
;19;Baubetriebsführung.--.601926050.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;1;238
;20;Baubetriebsführung.--.601926050.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;27 14:00-16:00;1;259
;21;Baubetriebsführung.--.601926050.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;04 8:30-9:30;1;074
;22;Baubetriebsführung.--.601926050.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;5;
Baubetriebsplanung.--.601924070.--.192.--.BB;;;;29 8:30-9:30;;;
;1;Baubetriebsplanung.--.601924070.--.192.--.BB;Arbeitsschutz.--.601925011.--.192.--.BB;06 8:30-9:30;20;191
;2;Baubetriebsplanung.--.601924070.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;1;218
;3;Baubetriebsplanung.--.601924070.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;2;044
;4;Baubetriebsplanung.--.601924070.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;06 14:00-15:30;1;196
;5;Baubetriebsplanung.--.601924070.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;6;028
;6;Baubetriebsplanung.--.601924070.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;11;091
;7;Baubetriebsplanung.--.601924070.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;30 11:30-13:00;1;026
;8;Baubetriebsplanung.--.601924070.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;31 14:00-15:30;1;052
;9;Baubetriebsplanung.--.601924070.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;4;004
;10;Baubetriebsplanung.--.601924070.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;05 14:00-15:00;3;172
;11;Baubetriebsplanung.--.601924070.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;05 11:00-12:30;1;169
;12;Baubetriebsplanung.--.601924070.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;07 14:00-16:00;3;220
;13;Baubetriebsplanung.--.601924070.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;24;047
;14;Baubetriebsplanung.--.601924070.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;01 14:00-16:00;19;076
;15;Baubetriebsplanung.--.601924070.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;16;Baubetriebsplanung.--.601924070.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;27 8:30-10:30;1;046
;17;Baubetriebsplanung.--.601924070.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;18;Baubetriebsplanung.--.601924070.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;03 14:00-17:15;1;124
;19;Baubetriebsplanung.--.601924070.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;1;025
;20;Baubetriebsplanung.--.601924070.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;1;145
;21;Baubetriebsplanung.--.601924070.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;1;071
;22;Baubetriebsplanung.--.601924070.--.192.--.BB;Siedlungswasserwirtschaft I.--.601924050.--.192.--.BB;30 8:30-10:00;20;023
;23;Baubetriebsplanung.--.601924070.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;05 14:00-16:00;2;172
;24;Baubetriebsplanung.--.601924070.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;19;019
;25;Baubetriebsplanung.--.601924070.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;04 8:30-9:30;19;143
;26;Baubetriebsplanung.--.601924070.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;04 17:15-18:15;1;151
;27;Baubetriebsplanung.--.601924070.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;27 14:00-16:30;2;040
;28;Baubetriebsplanung.--.601924070.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;03 11:30-13:00;26;122
;29;Baubetriebsplanung.--.601924070.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;01 11:00-13:00;1;073
;30;Baubetriebsplanung.--.601924070.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;29 11:00-13:00;1;001
Baubetriebswirtschaft I.--.601926040.--.192.--.BB;;;;27 11:30-12:30;;;
;1;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;29 17:00-17:45;5;052
;2;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;23;263
;3;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;29 8:30-9:30;2;044
;4;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baubetriebswirtschaft.--.601927020.--.192.--.BB;05 8:30-10:30;8;212
;5;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;06 14:00-15:30;1;241
;6;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;2;073
;7;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;2;046
;8;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;30 11:30-13:00;1;071
;9;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;31 14:00-15:30;1;097
;10;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;5;049
;11;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;05 14:00-15:00;2;217
;12;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;04 14:00-15:00;2;193
;13;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Fremdsprache.--.1927530.--.192.--.AB;Kein Datum gef;1;
;14;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;05 11:00-12:30;1;214
;15;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;07 14:00-16:00;1;265
;16;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;1;092
;17;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;01 14:00-16:00;1;121
;18;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;25 14:00-15:00;3;044
;19;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;28 17:30-18:30;10;029
;20;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;21;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;27 8:30-10:30;1;001
;22;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;23;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;03 14:00-17:15;1;169
;24;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;15;046
;25;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;20;070
;26;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;23;190
;27;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;16;116
;28;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;1;022
;29;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;27 14:00-16:00;1;001
;30;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;04 8:30-9:30;1;188
;31;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Vermessungskunde.--.601921050.--.192.--.BB;04 17:15-18:15;1;196
;32;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;11;
;33;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;01 11:00-13:00;1;118
;34;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;29 11:00-13:00;1;046
Baubetriebswirtschaft.--.601927020.--.192.--.BB;;;;05 8:30-10:30;;;
;1;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Abfallwirtschaft/-technik.--.17170.--.192.--.BB;29 17:00-17:45;8;158
;2;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;2;049
;3;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;8;212
;4;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;1;137
;5;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;1;259
;6;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Betontechnologie.--.17280.--.192.--.BB;05 14:00-15:00;2;003
;7;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;25 14:00-15:00;2;257
;8;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Lean Construction.--.601927030.--.192.--.BB;28 17:30-18:30;14;182
;9;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;8;164
;10;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;2;139
;11;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;2;019
;12;Baubetriebswirtschaft.--.601927020.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;12;
Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;;;;28 11:30-12:30;;;
;1;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;06 8:30-9:30;3;212
;2;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;07 11:00-11:45;24;238
;3;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;03 14:00-16:30;8;145
;4;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baumanagement II.--.642013040.--.201.--.WBI;05 11:00-13:00;23;190
;5;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baumanagement III.--.642014030.--.201.--.WBI;25 9:30-11:30;1;072
;6;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;04 11:30-13:00;26;167
;7;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;06 11:00-13:00;1;214
;8;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;30 14:00-16:00;18;049
;9;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;01 9:00-10:30;22;092
;10;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;29 11:00-13:00;2;022
;11;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;31 8:30-10:00;1;068
;12;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;28 17:00-19:00;2;004
;13;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;03 8:30-9:30;2;140
;14;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;04 8:30-10:30;1;164
Baumanagement 1.--.2040.--.182.--.WBI;;;;03 14:00-15:30;;;
;1;Baumanagement 1.--.2040.--.182.--.WBI;Baustoffkunde und Bauphysik.--.1030.--.182.--.WBI;25 11:00-12:30;1;217
;2;Baumanagement 1.--.2040.--.182.--.WBI;Betriebswirtschaft.--.1050.--.182.--.WBI;06 11:00-12:30;1;067
;3;Baumanagement 1.--.2040.--.182.--.WBI;Rechnungswesen.--.2050.--.182.--.WBI;28 17:00-18:30;1;139
;4;Baumanagement 1.--.2040.--.182.--.WBI;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;05 14:00-15:30;1;046
Baumanagement 1.--.642012040.--.201.--.WBI;;;;03 14:00-16:30;;;
;1;Baumanagement 1.--.642012040.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;07 11:00-11:45;7;090
;2;Baumanagement 1.--.642012040.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;28 11:30-12:30;8;145
;3;Baumanagement 1.--.642012040.--.201.--.WBI;Baumanagement II.--.642013040.--.201.--.WBI;05 11:00-13:00;6;042
;4;Baumanagement 1.--.642012040.--.201.--.WBI;Baumanagement III.--.642014030.--.201.--.WBI;25 9:30-11:30;1;218
;5;Baumanagement 1.--.642012040.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;04 11:30-13:00;8;019
;6;Baumanagement 1.--.642012040.--.201.--.WBI;Baustoffkunde und Bauphysik.--.642011030.--.201.--.WBI;25 11:00-13:00;6;217
;7;Baumanagement 1.--.642012040.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;06 11:00-13:00;9;066
;8;Baumanagement 1.--.642012040.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;30 14:00-16:00;3;094
;9;Baumanagement 1.--.642012040.--.201.--.WBI;Geotechnik und Vermessung.--.642012030.--.201.--.WBI;30 8:30-10:30;22;099
;10;Baumanagement 1.--.642012040.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;01 9:00-10:30;5;051
;11;Baumanagement 1.--.642012040.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;29 11:00-13:00;1;121
;12;Baumanagement 1.--.642012040.--.201.--.WBI;Mathematik I.--.642011010.--.201.--.WBI;07 8:30-10:00;6;088
;13;Baumanagement 1.--.642012040.--.201.--.WBI;Mathematik I.--.642011011.--.201.--.WBI;07 8:30-10:00;2;088
;14;Baumanagement 1.--.642012040.--.201.--.WBI;Mathematik II.--.642012010.--.201.--.WBI;27 8:30-10:30;19;171
;15;Baumanagement 1.--.642012040.--.201.--.WBI;Mechanik I.--.642011020.--.201.--.WBI;31 11:30-13:00;4;073
;16;Baumanagement 1.--.642012040.--.201.--.WBI;Mechanik I.--.642011021.--.201.--.WBI;31 11:30-13:00;2;073
;17;Baumanagement 1.--.642012040.--.201.--.WBI;Mechanik II.--.642012020.--.201.--.WBI;04 14:00-15:30;18;021
;18;Baumanagement 1.--.642012040.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;28 17:00-19:00;27;139
;19;Baumanagement 1.--.642012040.--.201.--.WBI;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;05 14:00-16:00;4;045
;20;Baumanagement 1.--.642012040.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;04 8:30-10:30;1;016
Baumanagement II.--.642013040.--.201.--.WBI;;;;05 11:00-13:00;;;
;1;Baumanagement II.--.642013040.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;06 8:30-9:30;2;019
;2;Baumanagement II.--.642013040.--.201.--.WBI;Architektur und Städtebau.--.642013010.--.201.--.WBI;07 11:00-11:45;23;046
;3;Baumanagement II.--.642013040.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;28 11:30-12:30;23;190
;4;Baumanagement II.--.642013040.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;03 14:00-16:30;6;042
;5;Baumanagement II.--.642013040.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;04 11:30-13:00;24;022
;6;Baumanagement II.--.642013040.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;06 11:00-13:00;1;022
;7;Baumanagement II.--.642013040.--.201.--.WBI;Bilanzierung und Steuerlehre.--.642013050.--.201.--.WBI;30 14:00-16:00;18;139
;8;Baumanagement II.--.642013040.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;01 9:00-10:30;21;096
;9;Baumanagement II.--.642013040.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;29 11:00-13:00;2;166
;10;Baumanagement II.--.642013040.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;28 17:00-19:00;2;184
;11;Baumanagement II.--.642013040.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;03 8:30-9:30;1;049
Baumanagement III.--.642014030.--.201.--.WBI;;;;25 9:30-11:30;;;
;1;Baumanagement III.--.642014030.--.201.--.WBI;Arbeitsschutz.--.642014060.--.201.--.WBI;06 8:30-9:30;10;285
;2;Baumanagement III.--.642014030.--.201.--.WBI;Baukonstruktion und Brandschutz.--.642013020.--.201.--.WBI;28 11:30-12:30;1;072
;3;Baumanagement III.--.642014030.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;03 14:00-16:30;1;218
;4;Baumanagement III.--.642014030.--.201.--.WBI;Baustatik.--.642013030.--.201.--.WBI;04 11:30-13:00;3;240
;5;Baumanagement III.--.642014030.--.201.--.WBI;Immobilenwirtschaft I.--.642013060.--.201.--.WBI;01 9:00-10:30;2;165
;6;Baumanagement III.--.642014030.--.201.--.WBI;Investition und Finanzierung.--.642014040.--.201.--.WBI;29 11:00-13:00;12;095
;7;Baumanagement III.--.642014030.--.201.--.WBI;Konstruktiver Ingenieurbau.--.642014010.--.201.--.WBI;31 8:30-10:00;13;141
;8;Baumanagement III.--.642014030.--.201.--.WBI;Nachhaltige und ressourceneffiziente Geschossbauten.--.17160.--.201.--.WBI;29 17:00-18:00;1;101
;9;Baumanagement III.--.642014030.--.201.--.WBI;Recht III.--.642017010.--.201.--.WBI;04 14:00-16:00;1;242
;10;Baumanagement III.--.642014030.--.201.--.WBI;Schlüsselfertigbau.--.642014050.--.201.--.WBI;03 8:30-9:30;13;213
;11;Baumanagement III.--.642014030.--.201.--.WBI;Straßenbautechnik.--.16030.--.201.--.WBI;31 14:00-15:00;1;146
;12;Baumanagement III.--.642014030.--.201.--.WBI;Wärmeschutz und Energietechnik I.--.642014020.--.201.--.WBI;04 8:30-10:30;15;237
Bauorganisation.--.1924040.--.192.--.AB;;;;06 8:30-10:00;;;
;1;Bauorganisation.--.1924040.--.192.--.AB;Fremdsprache.--.1926030.--.192.--.AB;Kein Datum gef;12;
;2;Bauorganisation.--.1924040.--.192.--.AB;Grundlagen Darstellung 1.--.1921040.--.192.--.AB;29 11:30-13:00;1;187
;3;Bauorganisation.--.1924040.--.192.--.AB;Grundlagen Entwerfen 3.--.1923020.--.192.--.AB;27 17:00-18:30;5;230
;4;Bauorganisation.--.1924040.--.192.--.AB;Grundlagen Entwerfen 4.--.1924020.--.192.--.AB;05 8:30-10:00;20;022
;5;Bauorganisation.--.1924040.--.192.--.AB;Recht.--.1925010.--.192.--.AB;07 14:00-15:30;17;028
Bauphysik.--.601921060.--.192.--.BB;;;;06 14:00-15:30;;;
;1;Bauphysik.--.601921060.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;29 8:30-9:30;1;196
;2;Bauphysik.--.601921060.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;1;241
;3;Bauphysik.--.601921060.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;1;166
;4;Bauphysik.--.601921060.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;30 11:30-13:00;1;169
;5;Bauphysik.--.601921060.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;31 14:00-15:30;2;142
;6;Bauphysik.--.601921060.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;1;191
;7;Bauphysik.--.601921060.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;05 11:00-12:30;1;025
